iter	Passed	Remaining
438	2968	3793
439	2975	3786
440	2982	3780
441	2988	3773
442	2995	3766
443	3001	3758
444	3008	3752
445	3015	3745
446	3021	3737
447	3029	3732
448	3035	3725
449	3042	3718
450	3049	3711
451	3055	3704
452	3062	3697
453	3068	3690
454	3075	3683
455	3081	3676
456	3088	3669
457	3095	3662
458	3101	3655
459	3108	3648
460	3115	3642
461	3122	3635
462	3128	3628
463	3135	3622
464	3141	3614
465	3149	3608
466	3155	3601
467	3161	3593
468	3167	3586
469	3173	3579
470	3180	3571
471	3186	3564
472	3192	3557
473	3199	3550
474	3205	3542
475	3212	3535
476	3218	3528
477	3224	3521
478	3231	3514
479	3237	3507
480	3243	3500
481	3250	3493
482	3256	3485
483	3263	3479
484	3270	3472
485	3276	3465
486	3283	3458
487	3289	3451
488	3296	3444
489	3302	3436
490	3308	3430
491	3314	3422
492	3321	3415
493	3328	3409
494	3334	3401
495	3340	3394
496	3346	3387
497	3353	3380
498	3359	3373
499	3366	3366
500	3372	3359
501	3378	3351
502	3384	3344
503	3392	3338
504	3399	3331
505	3406	3325
506	3412	3318
507	3419	3311
508	3425	3304
509	3432	3297
510	3438	3290
511	3445	3284
512	3452	3277
513	3458	3270
514	3464	3262
515	3471	3255
516	3477	3248
517	3483	3241
518	3490	3234
519	3496	3227
520	3503	3220
521	3509	3213
522	3516	3206
523	3522	3199
524	3528	3192
525	3535	3185
526	3541	3178
527	3547	3171
528	3553	3163
529	3558	3156
530	3565	3148
531	3571	3141
532	3577	3134
533	3583	3127
534	3589	3120
535	3597	3113
536	3603	3107
537	3610	3100
538	3616	3092
539	3622	3085
540	3628	3078
541	3634	3071
542	3640	3064
543	3646	3056
544	3653	3049
545	3659	3042
546	3665	3035
547	3673	3029
548	3678	3022
549	3685	3015
550	3692	3008
551	3697	3001
552	3703	2993
553	3709	2986
554	3716	2979
555	3722	2972
556	3729	2966
557	3735	2959
558	3742	2952
559	3748	2945
560	3754	2938
561	3761	2931
562	3767	2924
563	3774	2918
564	3782	2912
565	3789	2905
566	3795	2898
567	3802	2891
568	3808	2884
569	3814	2877
570	3821	2870
571	3828	2864
572	3834	2857
573	3841	2850
574	3847	2843
575	3853	2836
576	3860	2830
577	3867	2823
578	3874	2817
579	3881	2810
580	3887	2803
581	3893	2796
582	3899	2789
583	3906	2782
584	3915	2777
585	3922	2771
586	3928	2764
587	3935	2757
588	3942	2751
589	3948	2743
590	3955	2737
591	3961	2730
592	3967	2723
593	3974	2716
594	3980	2709
595	3987	2702
596	3996	2697
597	4002	2690
598	4008	2683
599	4015	2676
600	4022	2670
601	4028	2663
602	4034	2656
603	4044	2651
604	4050	2644
605	4060	2639
606	4066	2633
607	4074	2627
608	4083	2622
609	4091	2615
610	4097	2608
611	4105	2602
612	4112	2596
613	4119	2589
614	4127	2583
615	4134	2577
616	4143	2571
617	4150	2565
618	4159	2559
619	4166	2553
620	4174	2547
621	4181	2541
622	4190	2535
623	4198	2529
624	4205	2523
625	4211	2516
626	4220	2510
627	4226	2503
628	4233	2497
629	4241	2491
630	4250	2485
631	4257	2478
632	4264	2472
633	4274	2467
634	4281	2461
635	4290	2455
636	4298	2449
637	4307	2443
638	4314	2437
639	4325	2432
640	4332	2426
641	4341	2421
642	4350	2415
643	4359	2410
644	4368	2404
645	4375	2397
646	4382	2390
647	4388	2383
648	4395	2377
649	4402	2370
650	4409	2363
651	4415	2356
652	4422	2349
653	4428	2342
654	4434	2335
655	4441	2329
656	4448	2322
657	4454	2315
658	4462	2309
659	4468	2301
660	4476	2295
661	4482	2288
662	4490	2282
663	4497	2275
664	4503	2268
665	4512	2263
666	4518	2255
667	4525	2249
668	4534	2243
669	4544	2238
670	4550	2231
671	4558	2225
672	4567	2219
673	4575	2213
674	4583	2206
675	4590	2200
676	4599	2194
677	4605	2187
678	4614	2181
679	4620	2174
680	4628	2168
681	4635	2161
682	4644	2155
683	4651	2148
684	4657	2141
685	4664	2134
686	4670	2128
687	4677	2121
688	4683	2114
689	4690	2107
690	4696	2100
691	4703	2093
692	4710	2086
693	4716	2079
694	4723	2072
695	4729	2065
696	4736	2058
697	4743	2052
698	4750	2045
699	4756	2038
700	4763	2031
701	4769	2024
702	4775	2017
703	4782	2010
704	4788	2003
705	4795	1996
706	4801	1989
707	4808	1982
708	4815	1976
709	4821	1969
710	4827	1962
711	4833	1955
712	4840	1948
713	4847	1941
714	4853	1934
715	4859	1927
716	4865	1920
717	4871	1913
718	4877	1906
719	4884	1899
720	4890	1892
721	4897	1885
722	4903	1878
723	4909	1871
724	4915	1864
725	4921	1857
726	4927	1850
727	4934	1843
728	4940	1836
729	4946	1829
730	4952	1822
731	4959	1815
732	4965	1808
733	4971	1801
734	4977	1794
735	4983	1787
736	4989	1780
737	4995	1773
738	5002	1766
739	5008	1759
740	5015	1752
741	5021	1746
742	5028	1739
743	5034	1732
744	5040	1725
745	5047	1718
746	5053	1711
747	5060	1704
748	5066	1697
749	5072	1690
750	5078	1683
751	5084	1676
752	5091	1670
753	5098	1663
754	5105	1656
755	5112	1650
756	5118	1643
757	5125	1636
758	5132	1629
759	5140	1623
760	5146	1616
761	5153	1609
762	5160	1602
763	5169	1596
764	5176	1590
765	5182	1583
766	5188	1576
767	5194	1569
768	5201	1562
769	5208	1555
770	5214	1548
771	5221	1542
772	5228	1535
773	5234	1528
774	5240	1521
775	5247	1514
776	5254	1507
777	5261	1501
778	5269	1494
779	5275	1487
780	5281	1481
781	5289	1474
782	5297	1468
783	5303	1461
784	5311	1454
785	5318	1448
786	5326	1441
787	5333	1434
788	5341	1428
789	5349	1421
790	5357	1415
791	5363	1408
792	5370	1401
793	5378	1395
794	5386	1388
795	5393	1382
796	5401	1375
797	5408	1368
798	5419	1363
799	5431	1357
800	5442	1352
801	5460	1348
802	5470	1342
803	5479	1335
804	5486	1329
805	5495	1322
806	5504	1316
807	5513	1310
808	5521	1303
809	5530	1297
810	5539	1290
811	5549	1284
812	5556	1277
813	5564	1271
814	5572	1264
815	5580	1258
816	5586	1251
817	5594	1244
818	5602	1238
819	5610	1231
820	5616	1224
821	5623	1217
822	5632	1211
823	5639	1204
824	5646	1197
825	5653	1190
826	5660	1184
827	5667	1177
828	5675	1170
829	5681	1163
830	5689	1156
831	5698	1150
832	5706	1144
833	5712	1137
834	5718	1130
835	5727	1123
836	5734	1116
837	5740	1109
838	5747	1102
839	5754	1096
840	5760	1089
841	5766	1082
842	5775	1075
843	5782	1068
844	5789	1061
845	5794	1054
846	5801	1047
847	5808	1041
848	5814	1034
849	5821	1027
850	5827	1020
851	5834	1013
852	5840	1006
853	5847	999
854	5854	992
855	5860	985
856	5867	979
857	5874	972
858	5883	965
859	5889	958
860	5896	951
861	5903	945
862	5910	938
863	5917	931
864	5925	924
865	5932	918
866	5939	911
867	5947	904
868	5954	897
869	5961	890
870	5969	884
871	5976	877
872	5983	870
873	5991	863
874	5998	856
875	6005	850
876	6012	843
877	6023	836
878	6031	830
879	6039	823
880	6047	816
881	6055	810
882	6062	803
883	6070	796
884	6077	789
885	6085	783
886	6093	776
887	6100	769
888	6106	762
889	6115	755
890	6122	748
891	6129	742
892	6136	735
893	6144	728
894	6151	721
895	6158	714
896	6165	708
897	6172	701
898	6180	694
899	6187	687
900	6195	680
901	6202	673
902	6210	667
903	6217	660
904	6224	653
905	6230	646
906	6238	639
907	6245	632
908	6251	625
909	6259	619
910	6267	612
911	6274	605
912	6281	598
913	6288	591
914	6295	584
915	6301	577
916	6308	571
917	6315	564
918	6322	557
919	6329	550
920	6336	543
921	6343	536
922	6350	529
923	6358	522
924	6364	516
925	6375	509
926	6383	502
927	6391	495
928	6398	489
929	6407	482
930	6417	475
931	6424	468
932	6431	461
933	6439	455
934	6446	448
935	6453	441
936	6460	434
937	6467	427
938	6474	420
939	6481	413
940	6489	406
941	6496	400
942	6503	393
943	6510	386
944	6517	379
945	6524	372
946	6531	365
947	6538	358
948	6546	351
949	6554	344
950	6561	338
951	6570	331
952	6578	324
953	6586	317
954	6594	310
955	6601	303
956	6608	296
957	6617	290
958	6625	283
959	6634	276
960	6642	269
961	6648	262
962	6655	255
963	6662	248
964	6669	241
965	6675	234
966	6682	228
967	6689	221
968	6696	214
969	6702	207
970	6709	200
971	6716	193
972	6723	186
973	6729	179
974	6736	172
975	6744	165
976	6752	158
977	6762	152
978	6770	145
979	6781	138
980	6792	131
981	6800	124
982	6807	117
983	6815	110
984	6822	103
985	6830	96
986	6837	90
987	6844	83
988	6850	76
989	6858	69
990	6866	62
991	6873	55
992	6883	48
993	6892	41
994	6900	34
995	6907	27
996	6914	20
997	6925	13
998	6933	6
999	6941	0
