iter	RMSE
145	225.9792079
146	225.8452139
147	225.5949085
148	224.6441472
149	224.2669677
150	223.9938336
151	223.4905548
152	223.2689823
153	222.4895916
154	222.2531405
155	221.7489824
156	221.6356162
157	221.1776701
158	220.9651936
159	220.7319561
160	220.2438227
161	220.0842289
162	219.9287608
163	219.7743624
164	219.6886957
165	219.4183782
166	219.1651701
167	218.7519881
168	218.3562805
169	217.9850376
170	217.6328232
171	217.4425847
172	217.106107
173	216.6572687
174	216.2988241
175	215.9204832
176	215.5166834
177	214.8830445
178	214.5716754
179	213.85856
180	213.5467576
181	213.3308195
182	213.2452775
183	212.8805967
184	212.6349192
185	212.3679262
186	212.0097362
187	211.8315564
188	211.5854687
189	211.1035697
190	210.8606093
191	210.6658468
192	210.5125957
193	210.3860165
194	210.1572178
195	209.8805168
196	209.6626695
197	209.4546984
198	209.3433524
199	209.0184097
200	208.7921108
201	208.5625469
202	208.3887866
203	208.1607997
204	208.1074854
205	207.9141207
206	207.610859
207	207.2923142
208	207.0131873
209	206.7369918
210	206.5786137
211	206.0409325
212	205.7440155
213	205.553509
214	205.3646178
215	205.2534793
216	205.0841368
217	204.9045874
218	204.7986928
219	204.6174761
220	204.1450835
221	203.8773675
222	203.7169008
223	203.4713956
224	203.3043015
225	202.8706836
226	202.6630074
227	202.5191548
228	202.3931934
229	202.2234972
230	202.1408194
231	202.0759467
232	201.6477103
233	201.4725637
234	201.3269642
235	201.2559484
236	201.106202
237	200.9479475
238	200.6245493
239	200.5162876
240	200.3838262
241	200.3244399
242	200.2028004
243	200.035271
244	199.9094239
245	199.4823876
246	199.1204595
247	199.0528366
248	198.9195237
249	198.6536493
250	198.5357729
251	198.3623938
252	198.2380852
253	198.0265994
254	197.5660488
255	197.4421742
256	197.319832
257	197.1394394
258	196.8846267
259	196.7515412
260	196.5732617
261	196.4359147
262	196.2041014
263	196.0385507
264	195.9734035
265	195.8475163
266	195.5703489
267	195.4317667
268	195.2617489
269	194.9368019
270	194.5431067
271	194.3655575
272	194.3113589
273	194.1697409
274	193.9864952
275	193.8344661
276	193.7387521
277	193.6266471
278	193.5834471
279	193.4995203
280	193.3199796
281	193.2139544
282	193.0619904
283	192.7182578
284	192.6021384
285	191.9161692
286	191.8032832
287	191.6901397
288	191.5607529
289	191.4531938
290	191.374809
291	191.185534
292	191.147919
293	190.9831478
294	190.88527
295	190.8168735
296	190.5137859
297	190.264286
298	190.2087105
299	189.9605574
300	189.6031631
301	189.5240969
302	189.3974156
303	189.0816511
304	188.8679479
305	188.6838505
306	188.5373594
307	188.3256909
308	188.2003256
309	187.9015325
310	187.8011554
311	187.750802
312	187.6377592
313	187.5546105
314	187.3996278
315	187.2627482
316	187.1055075
317	187.0357636
318	186.8368803
319	186.5848469
320	186.4990011
321	186.3943561
322	186.2541441
323	186.0919241
324	186.027748
325	185.9328122
326	185.73636
327	185.5888235
328	185.5025697
329	185.4628355
330	185.3492453
331	185.3022713
332	185.2375973
333	184.9120816
334	184.8071405
335	184.712815
336	184.5595115
337	184.4427997
338	184.3840923
339	184.1259038
340	183.9833037
341	183.8687016
342	183.8024132
343	183.6339032
344	183.5807749
345	183.2910464
346	183.1428494
347	183.103076
348	182.9599376
349	182.8918099
350	182.6195872
351	182.4491837
352	182.4077165
353	182.339482
354	182.1673724
355	181.9769427
356	181.809119
357	181.6659188
358	181.566896
359	181.4145314
360	181.3209912
361	181.1195066
362	181.0266345
363	180.9406058
364	180.7901871
365	180.6867857
366	180.6041239
367	180.4463464
368	180.3083216
369	180.1986704
370	180.0320413
371	179.9802357
372	179.8451863
373	179.7764738
374	179.7265925
375	179.5611815
376	179.453149
377	179.3976741
378	179.2619488
379	179.1762384
380	179.0585402
381	178.908814
382	178.8641012
383	178.8131367
384	178.7408961
385	178.6158552
386	178.5579655
387	178.4610378
388	178.3498691
389	178.28166
390	178.2330564
391	178.1416245
392	177.9079566
393	177.860779
394	177.6263405
395	177.5729866
396	177.4567486
397	177.4083995
398	177.3353866
399	177.2203215
400	177.1330933
401	177.0687164
402	176.9920114
403	176.9562278
404	176.9099156
405	176.7420934
406	176.6352754
407	176.5633719
408	176.525918
409	176.4484577
410	176.3818109
411	176.2854317
412	176.1891384
413	176.0599156
414	175.9978313
415	175.9011023
416	175.7931176
417	175.7108777
418	175.6264483
419	175.5908546
420	175.3783172
421	175.2484095
422	175.1475349
423	175.0415387
424	174.89799
425	174.790756
426	174.7470876
427	174.7109725
428	174.607661
429	174.5023079
430	174.4262486
431	174.3679257
432	174.2743142
433	174.2160775
434	174.1664615
435	174.0167229
436	173.9415661
437	173.8678257
438	173.8031233
439	173.720827
440	173.6301302
441	173.5819625
442	173.4774635
443	173.4176157
444	173.3081678
445	173.253032
446	173.2000351
447	173.0719321
448	173.0110829
449	172.953852
450	172.8870729
451	172.8383876
452	172.7186333
453	172.600401
454	172.4912635
455	172.3967137
456	172.3014983
457	172.266895
458	172.1708182
459	172.100647
460	172.0486833
461	171.888018
462	171.7913316
463	171.7016578
464	171.6568347
465	171.5393049
466	171.4434095
467	171.3193214
468	171.2182636
469	171.1979574
470	170.9963924
471	170.845944
472	170.7927011
473	170.7113467
474	170.6573787
475	170.5463365
476	170.5267804
477	170.4795399
478	170.4350358
479	170.3830834
480	170.3290812
481	170.2409497
482	170.1266168
483	169.9768697
484	169.9270825
485	169.8091666
486	169.6300536
487	169.5373362
488	169.1761809
489	169.1089227
490	169.0623209
491	169.01148
492	168.9277187
493	168.8502827
494	168.7283996
495	168.6913286
496	168.6594309
497	168.6228359
498	168.5596288
499	168.5187527
500	168.4014943
501	168.353185
502	168.3103109
503	168.1918502
504	168.1118416
505	167.9591502
506	167.6423824
507	167.6133505
508	167.4517706
509	167.4166405
510	167.2868475
511	167.2010466
512	167.1037748
513	167.0539561
514	166.9958653
515	166.9116871
516	166.6233758
517	166.560763
518	166.4882068
519	166.4279198
520	166.3786201
521	166.258861
522	166.1503349
523	166.1130509
524	166.0834739
525	165.9225365
526	165.668385
527	165.634642
528	165.555905
529	165.5200674
530	165.4919151
531	165.2927996
532	165.2318353
533	165.1394679
534	164.9488775
535	164.8585327
536	164.7410048
537	164.7087548
538	164.6083894
539	164.5843025
540	164.4959458
541	164.3966309
542	164.2538538
543	164.1606541
544	164.1143581
545	164.0055934
546	163.9081107
547	163.8341822
548	163.7284114
549	163.6557127
550	163.5578932
551	163.4824255
552	163.4400336
553	163.2942157
554	163.2617095
555	163.2208409
556	163.1919013
557	163.0938326
558	162.8753224
559	162.7655898
560	162.7237438
561	162.6965901
562	162.5754726
563	162.4254116
564	162.3190349
565	162.2879974
566	162.1698355
567	162.1204872
568	162.0559452
569	161.938313
570	161.8916409
571	161.7690436
572	161.7257039
573	161.6484233
574	161.5947128
575	161.5420349
576	161.4559841
577	161.4179064
578	161.3919607
579	161.3407427
580	161.2386825
581	160.9882324
582	160.9218443
583	160.8766549
584	160.7083034
585	160.6850124
586	160.5121739
587	160.4712252
588	160.3981831
589	160.3392792
590	160.2801237
591	160.2330299
592	160.1753338
593	160.1390445
594	160.0935113
595	160.0683067
596	160.0454191
597	159.9867076
598	159.9643727
599	159.8636693
600	159.7757893
601	159.5668832
602	159.4911566
603	159.3962274
604	159.3101464
605	159.218475
606	158.9982627
607	158.891599
608	158.8684391
609	158.832245
610	158.735354
611	158.6859714
612	158.6157881
613	158.5918797
614	158.3223843
615	158.248953
616	158.2053017
617	158.1807948
618	158.0988469
619	158.0354834
620	158.0018941
621	157.9526013
622	157.904021
623	157.8313223
624	157.7786293
625	157.7090857
626	157.6739914
627	157.637505
628	157.4674136
629	157.3884072
630	157.3727811
631	157.2961213
632	157.2242398
633	157.097441
634	156.9822271
635	156.9566694
636	156.8859528
637	156.7290049
638	156.59534
639	156.5223129
640	156.4796458
641	156.4115463
642	156.3594969
643	156.2665034
644	156.1959231
645	156.1222758
646	155.8968461
647	155.8463261
648	155.8092238
649	155.770055
650	155.7029869
651	155.6573002
652	155.6115742
653	155.5639129
654	155.5245637
655	155.4791656
656	155.3784004
657	155.2966765
658	155.2248561
659	154.9608981
660	154.9179982
661	154.8543538
662	154.7553471
663	154.7348872
664	154.6670732
665	154.5895267
666	154.5405533
667	154.5196301
668	154.4999878
669	154.444885
670	154.4169771
671	154.3658098
672	154.3299731
673	154.2471369
674	154.1711659
675	154.0902882
676	154.0396858
677	154.0046984
678	153.9193023
679	153.8533341
680	153.7660662
681	153.612527
682	153.4728973
683	153.4336529
684	153.3457799
685	153.2797413
686	153.2289974
687	153.1707581
688	153.1161686
689	153.0412154
690	152.8495399
691	152.8147031
692	152.6968297
693	152.6309688
694	152.5894983
695	152.5499141
696	152.5147846
697	152.4186918
698	152.338878
699	152.280106
700	152.2193778
701	152.1403787
702	152.0771101
703	151.9482035
704	151.8955812
705	151.8681385
706	151.7561457
707	151.6669232
708	151.6265675
709	151.5865404
710	151.5303238
711	151.4603842
712	151.408766
713	151.2918789
714	151.2690047
715	151.1445577
716	151.085324
717	151.0419058
718	151.0060624
719	150.9575907
720	150.9265818
721	150.8921238
722	150.8346992
723	150.7895381
724	150.6760983
725	150.6467819
726	150.6150001
727	150.5839026
728	150.4746451
729	150.3957609
730	150.3400356
731	150.3065001
732	150.2412667
733	150.231756
734	150.1993266
735	150.0703981
736	150.0313844
737	149.9588158
738	149.9120309
739	149.8851443
740	149.8675711
741	149.8486454
742	149.8032502
743	149.740638
744	149.6417195
745	149.5831145
746	149.5034406
747	149.4603401
748	149.4406619
749	149.4172131
750	149.3684873
751	149.361919
752	149.3224696
753	149.2211486
754	149.1600352
755	149.0987559
756	149.0781245
757	149.0167458
758	148.9871929
759	148.8702546
760	148.8503677
761	148.6762676
762	148.6062044
763	148.572221
764	148.4542684
765	148.3910389
766	148.3774979
767	148.3514288
768	148.2961363
769	148.2643515
770	148.214102
771	148.1755311
772	148.1410838
773	148.1048264
774	148.0561347
775	147.9787744
776	147.954457
777	147.8532496
778	147.7718334
779	147.7065785
780	147.6847319
781	147.6453564
782	147.6055055
783	147.5613078
784	147.5059236
785	147.4106707
786	147.3693525
787	147.3297491
788	147.3117623
789	147.2964176
790	147.2750674
791	147.2471793
792	147.2180905
793	147.1922558
794	147.1602765
795	147.1448472
796	147.122211
797	147.0934716
798	147.0813322
799	147.0692983
800	146.974623
801	146.9450158
802	146.8506032
803	146.8126238
804	146.7640165
805	146.7171574
806	146.6614554
807	146.6089241
808	146.5928944
809	146.5621008
810	146.5512198
811	146.5404044
812	146.5066052
813	146.4424124
814	146.4166725
815	146.3896868
816	146.2998411
817	146.2394077
818	146.203945
819	146.1298279
820	146.0753779
821	146.052106
822	145.9741072
823	145.8790059
824	145.840851
825	145.8222115
826	145.7959526
827	145.7682842
828	145.7565683
829	145.7258142
830	145.6914923
831	145.6486917
832	145.6164337
833	145.5584641
834	145.4700595
835	145.393817
836	145.368761
837	145.339223
838	145.2130204
839	145.1249896
840	145.100573
841	145.0327536
842	145.0184015
843	144.9868054
844	144.9570548
845	144.842658
846	144.7871859
847	144.7484975
848	144.7146186
849	144.6807269
850	144.6356385
851	144.5656509
852	144.4851108
853	144.4126096
854	144.4027338
855	144.3930336
856	144.3703238
857	144.2540719
858	144.2285268
859	144.2018439
860	144.1718349
861	144.1624927
862	144.113222
863	144.094452
864	144.0680865
865	144.0169451
866	144.0079718
867	143.9773288
868	143.7967412
869	143.7458192
870	143.7026461
871	143.6495805
872	143.6204238
873	143.5848584
874	143.5155609
875	143.5011328
876	143.4734391
877	143.4458984
878	143.3205379
879	143.2738364
880	143.2631902
881	143.203214
882	143.1769879
883	143.1118628
884	143.1035007
885	143.0678895
886	143.0473271
887	143.0058604
888	142.9737685
889	142.9204157
890	142.8969364
891	142.8509191
892	142.7988421
893	142.7588131
894	142.7156601
895	142.6912368
896	142.6867374
897	142.6465237
898	142.6190936
899	142.608498
900	142.5069722
901	142.4209939
902	142.3536011
903	142.2890763
904	142.2524831
905	142.2099806
906	142.1914158
907	142.1448596
908	142.117384
909	142.0648694
910	141.9841808
911	141.9286321
912	141.9120287
913	141.6678673
914	141.516972
915	141.4410855
916	141.3789898
917	141.3627101
918	141.3157439
919	141.2999934
920	141.2148303
921	141.1926573
922	141.0541509
923	141.0364177
924	140.9952145
925	140.9645041
926	140.9452334
927	140.9048045
928	140.8701402
929	140.8399218
930	140.8093345
931	140.7379216
932	140.6614546
933	140.6185405
934	140.5766964
935	140.5096598
936	140.4277972
937	140.4151791
938	140.3878117
939	140.359555
940	140.3326333
941	140.3058497
942	140.2361011
943	140.2225736
944	140.2110352
945	140.1631
946	140.002971
947	139.9546809
948	139.9149365
949	139.8676598
950	139.8248789
951	139.791306
952	139.748754
953	139.7408091
954	139.6575836
955	139.6294231
956	139.5874495
957	139.5422614
958	139.3460898
959	139.3085231
960	139.2752349
961	139.2413788
962	139.2037028
963	139.1781426
964	139.1338158
965	139.1022332
966	139.0730168
967	139.0334417
968	139.0050474
969	138.9534574
970	138.8961918
971	138.8622561
972	138.8526417
973	138.8344648
974	138.8035657
975	138.781855
976	138.7609129
977	138.7126941
978	138.6997623
979	138.6925298
980	138.6194287
981	138.6072975
982	138.518684
983	138.4872621
984	138.4612159
985	138.4562621
986	138.4295274
987	138.357662
988	138.3356951
989	138.3164679
990	138.3059095
991	138.2938585
992	138.2424188
993	138.1865137
994	138.1603022
995	138.094712
996	138.030927
997	137.9399086
998	137.9039782
999	137.8698169
