iter	Passed	Remaining
517	3817	3552
518	3824	3544
519	3830	3536
520	3837	3528
521	3844	3520
522	3851	3512
523	3858	3504
524	3864	3496
525	3871	3488
526	3879	3481
527	3886	3474
528	3893	3466
529	3899	3458
530	3905	3449
531	3912	3441
532	3918	3433
533	3925	3425
534	3932	3418
535	3940	3410
536	3947	3403
537	3954	3396
538	3961	3388
539	3969	3381
540	3976	3373
541	3983	3366
542	3990	3358
543	3996	3350
544	4003	3342
545	4009	3334
546	4018	3327
547	4024	3319
548	4032	3312
549	4038	3304
550	4046	3297
551	4052	3289
552	4059	3281
553	4066	3273
554	4072	3265
555	4081	3258
556	4087	3250
557	4095	3244
558	4103	3237
559	4111	3230
560	4118	3222
561	4126	3215
562	4133	3208
563	4140	3201
564	4147	3193
565	4154	3185
566	4162	3178
567	4169	3171
568	4176	3163
569	4182	3155
570	4189	3147
571	4196	3139
572	4202	3132
573	4210	3124
574	4217	3117
575	4223	3109
576	4230	3101
577	4237	3093
578	4244	3086
579	4251	3078
580	4258	3070
581	4265	3063
582	4272	3056
583	4279	3048
584	4285	3040
585	4293	3033
586	4300	3025
587	4307	3018
588	4313	3010
589	4320	3002
590	4327	2994
591	4333	2986
592	4340	2978
593	4345	2970
594	4352	2962
595	4359	2954
596	4365	2947
597	4373	2940
598	4379	2932
599	4386	2924
600	4393	2916
601	4399	2908
602	4406	2901
603	4412	2893
604	4419	2885
605	4425	2877
606	4432	2869
607	4438	2861
608	4444	2853
609	4452	2846
610	4458	2838
611	4465	2831
612	4472	2823
613	4478	2815
614	4485	2807
615	4491	2800
616	4498	2792
617	4504	2784
618	4511	2777
619	4518	2769
620	4524	2761
621	4531	2754
622	4537	2746
623	4544	2738
624	4550	2730
625	4557	2723
626	4564	2715
627	4571	2707
628	4578	2700
629	4584	2692
630	4591	2685
631	4599	2678
632	4607	2671
633	4616	2665
634	4623	2657
635	4632	2651
636	4639	2643
637	4647	2637
638	4655	2630
639	4663	2623
640	4670	2615
641	4679	2609
642	4686	2602
643	4694	2595
644	4701	2587
645	4709	2580
646	4716	2573
647	4723	2565
648	4730	2558
649	4737	2550
650	4744	2543
651	4751	2535
652	4758	2528
653	4765	2521
654	4772	2514
655	4780	2506
656	4787	2499
657	4795	2492
658	4801	2484
659	4809	2477
660	4815	2469
661	4823	2462
662	4829	2454
663	4835	2446
664	4842	2439
665	4849	2431
666	4856	2424
667	4862	2416
668	4868	2408
669	4875	2401
670	4881	2393
671	4888	2386
672	4895	2378
673	4902	2371
674	4909	2363
675	4915	2355
676	4922	2348
677	4929	2340
678	4936	2333
679	4943	2326
680	4949	2318
681	4956	2311
682	4963	2303
683	4970	2296
684	4976	2288
685	4983	2281
686	4989	2273
687	4996	2265
688	5003	2258
689	5010	2250
690	5017	2243
691	5024	2236
692	5031	2229
693	5039	2222
694	5049	2215
695	5057	2208
696	5064	2201
697	5071	2194
698	5078	2186
699	5085	2179
700	5091	2171
701	5101	2165
702	5108	2158
703	5115	2150
704	5122	2143
705	5129	2136
706	5136	2128
707	5143	2121
708	5150	2113
709	5156	2106
710	5164	2099
711	5170	2091
712	5178	2084
713	5185	2076
714	5191	2069
715	5198	2061
716	5204	2054
717	5211	2046
718	5217	2039
719	5224	2031
720	5231	2024
721	5238	2016
722	5245	2009
723	5251	2002
724	5259	1994
725	5266	1987
726	5273	1980
727	5280	1972
728	5286	1965
729	5294	1958
730	5301	1950
731	5308	1943
732	5314	1936
733	5323	1929
734	5330	1921
735	5337	1914
736	5346	1907
737	5353	1900
738	5368	1895
739	5378	1889
740	5386	1882
741	5395	1876
742	5403	1869
743	5414	1862
744	5425	1857
745	5433	1849
746	5443	1843
747	5450	1836
748	5460	1829
749	5467	1822
750	5475	1815
751	5483	1808
752	5491	1801
753	5499	1794
754	5509	1787
755	5516	1780
756	5525	1773
757	5533	1766
758	5541	1759
759	5548	1752
760	5558	1745
761	5566	1738
762	5575	1731
763	5582	1724
764	5590	1717
765	5599	1710
766	5607	1703
767	5614	1696
768	5622	1688
769	5630	1681
770	5640	1675
771	5648	1668
772	5656	1661
773	5663	1653
774	5671	1646
775	5678	1639
776	5686	1632
777	5694	1624
778	5702	1617
779	5709	1610
780	5719	1603
781	5726	1596
782	5734	1589
783	5741	1581
784	5749	1574
785	5756	1567
786	5763	1559
787	5770	1552
788	5776	1544
789	5783	1537
790	5790	1530
791	5798	1522
792	5805	1515
793	5812	1508
794	5820	1500
795	5828	1493
796	5836	1486
797	5843	1479
798	5851	1471
799	5860	1465
800	5868	1457
801	5876	1450
802	5883	1443
803	5893	1436
804	5900	1429
805	5908	1422
806	5915	1414
807	5924	1407
808	5932	1400
809	5943	1394
810	5950	1386
811	5963	1380
812	5974	1374
813	5983	1367
814	5996	1361
815	6007	1354
816	6021	1348
817	6033	1342
818	6046	1336
819	6057	1329
820	6067	1322
821	6080	1316
822	6093	1310
823	6102	1303
824	6115	1297
825	6127	1290
826	6139	1284
827	6151	1277
828	6162	1271
829	6175	1264
830	6184	1257
831	6194	1250
832	6202	1243
833	6210	1236
834	6221	1229
835	6228	1221
836	6238	1214
837	6245	1207
838	6257	1200
839	6264	1193
840	6273	1185
841	6280	1178
842	6287	1171
843	6294	1163
844	6302	1156
845	6309	1148
846	6316	1140
847	6323	1133
848	6330	1125
849	6337	1118
850	6344	1110
851	6351	1103
852	6358	1095
853	6365	1088
854	6372	1080
855	6379	1073
856	6386	1065
857	6393	1058
858	6400	1050
859	6406	1042
860	6414	1035
861	6421	1028
862	6429	1020
863	6436	1013
864	6443	1005
865	6450	998
866	6457	990
867	6463	983
868	6470	975
869	6477	967
870	6484	960
871	6491	952
872	6498	945
873	6504	937
874	6511	930
875	6518	922
876	6525	915
877	6532	907
878	6540	900
879	6548	893
880	6557	885
881	6565	878
882	6578	871
883	6589	864
884	6599	857
885	6613	850
886	6626	844
887	6634	836
888	6643	829
889	6651	822
890	6663	815
891	6675	808
892	6684	800
893	6698	794
894	6711	787
895	6720	780
896	6729	772
897	6740	765
898	6748	758
899	6758	750
900	6765	743
901	6776	736
902	6788	729
903	6795	721
904	6805	714
905	6813	706
906	6823	699
907	6831	692
908	6843	685
909	6852	677
910	6860	670
911	6869	662
912	6876	655
913	6885	647
914	6892	640
915	6901	632
916	6908	625
917	6917	617
918	6924	610
919	6932	602
920	6938	595
921	6945	587
922	6953	580
923	6959	572
924	6968	564
925	6975	557
926	6983	549
927	6989	542
928	6997	534
929	7005	527
930	7011	519
931	7018	512
932	7026	504
933	7034	497
934	7042	489
935	7049	482
936	7056	474
937	7064	466
938	7072	459
939	7082	452
940	7094	444
941	7103	437
942	7114	430
943	7123	422
944	7136	415
945	7150	408
946	7164	400
947	7172	393
948	7183	386
949	7196	378
950	7203	371
951	7213	363
952	7221	356
953	7232	348
954	7240	341
955	7250	333
956	7261	326
957	7268	318
958	7277	311
959	7285	303
960	7295	296
961	7303	288
962	7315	281
963	7324	273
964	7332	265
965	7342	258
966	7349	250
967	7359	243
968	7367	235
969	7376	228
970	7383	220
971	7393	212
972	7401	205
973	7413	197
974	7422	190
975	7429	182
976	7441	175
977	7449	167
978	7458	159
979	7465	152
980	7474	144
981	7481	137
982	7488	129
983	7496	121
984	7504	114
985	7513	106
986	7523	99
987	7531	91
988	7540	83
989	7548	76
990	7559	68
991	7570	61
992	7580	53
993	7590	45
994	7601	38
995	7610	30
996	7622	22
997	7633	15
998	7642	7
999	7655	0
